文化创意总监,27
产品经理（文化创意）,18
人事专员,18
项目申报专员（偏文化创意产业方向）,9
文化创意中心副主任,9
前海文化创意园总裁,9
文化创意设计师,9
总监/副总监（国际文化创意中心）,9
课程销售-闵行紫贝文化创意港中心,9
艺术设计经理（文化创意传媒CIM）,9
文化创意公司总经理助理,9
文化创意中心正、副经理,9
文化创意研究院院长,9
文化创意平面设计师,9
网络推广专员（V12文化创意产业园代招）,9
文化创意产业园写字楼招商总监/副总监,9
文化创意策划师,9
699文化创意园—外贸业务员,9
多彩贵州少儿文化创意公司-----出纳,9
文化创意园策划发展总监,9
市场文案编辑（汽车文化创意）,9
课程销售（文化创意产业园区课程）,9
后期剪辑,9
平面设计师,9
园区客服专员/园区管理专员,9
预算经理,9
产品设计师,9
淘宝客服,9
淘宝推广经理,9
销售（4k+周末双休+五险）,9
大客户经理（双休+福利好）,9
企业文化专员,9
仓库管理员,9
保洁(印象城),9
采购,9
夜班书店店员,9
销售精英/销售专员,9
强电施工图设计师,9
市场调研员,9
驾驶员,9
中英互译（***）,9
天猫美工,9
淘宝/天猫设计美工,9
广告安装,9
天猫推广（家居饰品类）,9
资深包装剪辑师,9
